,LogStartTime,LogID,PullNumber,PullDuration,BossPercentage,FightPercentage,LastPhase,LastPhaseIntermission,P2Glitch,P3Defamation
290,1675075095704,GgNaRmYM6tPwKz4T,24,73976,48.02,94.8,1,0,N,N
291,1675075196353,GgNaRmYM6tPwKz4T,25,133886,0.14,90.01,1,0,N,N
292,1675075358031,GgNaRmYM6tPwKz4T,26,106274,19.45,91.94,1,0,N,N
293,1675075490585,GgNaRmYM6tPwKz4T,27,39607,63.53,96.35,1,0,N,N
294,1675075549865,GgNaRmYM6tPwKz4T,28,112852,14.81,91.48,1,0,N,N
295,1675075680693,GgNaRmYM6tPwKz4T,29,189585,66.78,86.67,2,0,R,N
296,1675076027687,GgNaRmYM6tPwKz4T,30,188784,67.86,86.78,2,0,R,N
297,1675076267495,GgNaRmYM6tPwKz4T,32,34150,99.94,99.99,1,0,N,N
298,1675076704212,GgNaRmYM6tPwKz4T,34,116513,13.2,91.32,1,0,N,N
299,1675076841621,GgNaRmYM6tPwKz4T,35,103937,21.45,92.14,1,0,N,N
300,1675076964243,GgNaRmYM6tPwKz4T,36,89959,30.56,93.05,1,0,N,N
301,1675077069664,GgNaRmYM6tPwKz4T,37,96902,25.53,92.55,1,0,N,N
302,1675077216816,GgNaRmYM6tPwKz4T,38,106105,22.81,92.28,1,0,N,N
303,1675077341423,GgNaRmYM6tPwKz4T,39,63361,48.86,94.88,1,0,N,N
304,1675077423871,GgNaRmYM6tPwKz4T,40,131583,1.7,90.17,1,0,N,N
305,1675077577202,GgNaRmYM6tPwKz4T,41,192450,66.9,86.69,2,0,M,N
306,1675078263650,GgNaRmYM6tPwKz4T,43,54269,52.99,95.29,1,0,N,N
307,1675078336397,GgNaRmYM6tPwKz4T,44,102146,23.13,92.31,1,0,N,N
308,1675078462252,GgNaRmYM6tPwKz4T,45,191013,66.66,86.66,2,0,R,N
309,1675078694687,GgNaRmYM6tPwKz4T,46,49691,56.69,95.66,1,0,N,N
310,1675078763797,GgNaRmYM6tPwKz4T,47,200907,66.76,86.67,2,0,R,N
311,1675079367121,GgNaRmYM6tPwKz4T,48,110269,21.92,92.19,1,0,N,N
312,1675079500246,GgNaRmYM6tPwKz4T,49,116953,12.78,91.27,1,0,N,N
313,1675079652644,GgNaRmYM6tPwKz4T,50,64312,49.22,94.92,1,0,N,N
314,1675079742482,GgNaRmYM6tPwKz4T,51,48340,58.13,95.81,1,0,N,N
315,1675079812955,GgNaRmYM6tPwKz4T,52,176906,65.7,86.57,2,0,M,N
316,1675080021697,GgNaRmYM6tPwKz4T,53,101343,22.96,92.29,1,0,N,N
317,1675080181612,GgNaRmYM6tPwKz4T,54,40696,63.59,96.35,1,0,N,N
318,1675080246455,GgNaRmYM6tPwKz4T,55,108995,19.2,91.92,1,0,N,N
319,1675080379309,GgNaRmYM6tPwKz4T,56,104299,20.58,92.05,1,0,N,N
320,1675080505739,GgNaRmYM6tPwKz4T,57,133752,11.22,91.12,1,0,N,N
321,1675081625193,GgNaRmYM6tPwKz4T,58,134416,0.07,90.0,1,0,N,N
322,1675081787890,GgNaRmYM6tPwKz4T,59,48785,57.56,95.75,1,0,N,N
323,1675081852649,GgNaRmYM6tPwKz4T,60,118775,10.26,91.02,1,0,N,N
324,1675081989396,GgNaRmYM6tPwKz4T,61,110585,17.48,91.74,1,0,N,N
325,1675082119277,GgNaRmYM6tPwKz4T,62,193051,69.82,86.98,2,0,M,N
326,1675082337490,GgNaRmYM6tPwKz4T,63,180260,69.94,86.99,2,0,R,N
327,1675082538299,GgNaRmYM6tPwKz4T,64,104113,20.84,92.08,1,0,N,N
328,1675083066446,GgNaRmYM6tPwKz4T,66,198672,67.55,86.75,2,0,R,N
329,1675083289973,GgNaRmYM6tPwKz4T,67,54872,52.18,95.21,1,0,N,N
330,1675083362299,GgNaRmYM6tPwKz4T,68,186045,64.81,86.48,2,0,M,N
331,1675083566028,GgNaRmYM6tPwKz4T,69,78183,38.52,93.85,1,0,N,N
332,1675083662974,GgNaRmYM6tPwKz4T,70,103097,21.93,92.19,1,0,N,N
333,1675083788125,GgNaRmYM6tPwKz4T,71,43160,59.66,95.96,1,0,N,N
334,1675083851922,GgNaRmYM6tPwKz4T,72,107599,19.65,91.96,1,0,N,N
335,1675084012284,GgNaRmYM6tPwKz4T,73,64358,51.47,95.14,1,0,N,N
336,1675084094764,GgNaRmYM6tPwKz4T,74,76213,42.95,94.29,1,0,N,N
337,1675084213661,GgNaRmYM6tPwKz4T,75,38814,66.56,96.65,1,0,N,N
338,1675084762267,GgNaRmYM6tPwKz4T,77,51966,55.78,95.57,1,0,N,N
339,1675084832611,GgNaRmYM6tPwKz4T,78,43685,58.34,95.83,1,0,N,N
340,1675084906840,GgNaRmYM6tPwKz4T,79,60896,49.76,94.97,1,0,N,N
341,1675084986564,GgNaRmYM6tPwKz4T,80,70047,45.53,94.55,1,0,N,N
342,1675085097696,GgNaRmYM6tPwKz4T,81,110460,19.65,91.96,1,0,N,N
343,1675085227479,GgNaRmYM6tPwKz4T,82,119109,8.81,90.88,1,0,N,N
344,1675085364706,GgNaRmYM6tPwKz4T,83,176442,66.77,86.67,2,0,M,N
345,1675085568155,GgNaRmYM6tPwKz4T,84,113270,16.53,91.65,1,0,N,N
346,1675085702113,GgNaRmYM6tPwKz4T,85,60545,53.09,95.3,1,0,N,N
347,1675085784243,GgNaRmYM6tPwKz4T,86,189089,66.85,86.68,2,0,M,N
348,1675086035282,GgNaRmYM6tPwKz4T,87,279653,56.69,85.66,2,0,R,N
349,1675086824160,GgNaRmYM6tPwKz4T,88,60958,48.93,94.89,1,0,N,N
350,1675086904089,GgNaRmYM6tPwKz4T,89,50681,57.47,95.74,1,0,N,N
351,1675086974858,GgNaRmYM6tPwKz4T,90,192117,70.76,87.07,2,0,M,N
352,1675087234191,GgNaRmYM6tPwKz4T,91,97682,22.7,92.27,1,0,N,N
353,1675087357357,GgNaRmYM6tPwKz4T,92,97388,26.31,92.63,1,0,N,N
354,1675087524707,GgNaRmYM6tPwKz4T,93,197769,66.18,86.61,2,0,R,N
355,1675088215307,GgNaRmYM6tPwKz4T,95,61490,49.88,94.98,1,0,N,N
356,1675245956049,G7WhmzYD9RBXKdQc,1,76341,40.82,94.08,1,0,N,N
357,1675246057529,G7WhmzYD9RBXKdQc,2,52068,55.62,95.56,1,0,N,N
358,1675246130678,G7WhmzYD9RBXKdQc,3,108782,22.42,92.24,1,0,N,N
359,1675246257374,G7WhmzYD9RBXKdQc,4,38458,63.91,96.39,1,0,N,N
360,1675246315931,G7WhmzYD9RBXKdQc,5,191110,71.33,87.13,2,0,M,N
361,1675246612730,G7WhmzYD9RBXKdQc,6,133922,0.95,90.09,1,0,N,N
362,1675246768720,G7WhmzYD9RBXKdQc,7,188628,72.08,87.2,2,0,R,N
363,1675246998976,G7WhmzYD9RBXKdQc,8,114452,16.21,91.62,1,0,N,N
364,1675247138740,G7WhmzYD9RBXKdQc,9,37838,65.32,96.53,1,0,N,N
365,1675247691521,G7WhmzYD9RBXKdQc,11,40544,64.96,96.49,1,0,N,N
366,1675247750063,G7WhmzYD9RBXKdQc,12,189559,67.6,86.76,2,0,M,N
367,1675248064874,G7WhmzYD9RBXKdQc,13,108802,19.48,91.94,1,0,N,N
368,1675248201935,G7WhmzYD9RBXKdQc,14,114910,14.23,91.42,1,0,N,N
369,1675248522598,G7WhmzYD9RBXKdQc,15,192760,66.5,86.65,2,0,M,N
370,1675248734888,G7WhmzYD9RBXKdQc,16,110733,20.73,92.07,1,0,N,N
371,1675249010974,G7WhmzYD9RBXKdQc,17,188201,65.63,86.56,2,0,M,N
372,1675249232565,G7WhmzYD9RBXKdQc,18,108975,23.4,92.34,1,0,N,N
373,1675249359766,G7WhmzYD9RBXKdQc,19,37306,66.28,96.62,1,0,N,N
374,1675249471582,G7WhmzYD9RBXKdQc,21,193070,66.94,86.69,2,0,R,N
375,1675249708562,G7WhmzYD9RBXKdQc,22,102796,21.76,92.17,1,0,N,N
376,1675249828614,G7WhmzYD9RBXKdQc,23,207099,66.62,86.66,2,0,R,N
377,1675250548970,G7WhmzYD9RBXKdQc,26,109992,22.29,92.22,1,0,N,N
378,1675250677216,G7WhmzYD9RBXKdQc,27,134102,0.04,90.0,1,0,N,N
379,1675250849862,G7WhmzYD9RBXKdQc,28,176654,66.82,86.68,2,0,M,N
380,1675251090825,G7WhmzYD9RBXKdQc,30,38942,65.91,96.59,1,0,N,N
381,1675251160114,G7WhmzYD9RBXKdQc,31,71072,44.54,94.45,1,0,N,N
382,1675251249142,G7WhmzYD9RBXKdQc,32,133622,9.34,90.93,1,0,N,N
383,1675251786711,G7WhmzYD9RBXKdQc,34,93457,25.33,92.53,1,0,N,N
384,1675251902710,G7WhmzYD9RBXKdQc,35,121112,10.27,91.02,1,0,N,N
385,1675252047647,G7WhmzYD9RBXKdQc,36,97887,25.34,92.53,1,0,N,N
386,1675252163459,G7WhmzYD9RBXKdQc,37,51509,57.23,95.72,1,0,N,N
387,1675252235917,G7WhmzYD9RBXKdQc,38,189465,65.67,86.56,2,0,M,N
388,1675252448662,G7WhmzYD9RBXKdQc,39,123930,9.93,90.99,1,0,N,N
389,1675252594615,G7WhmzYD9RBXKdQc,40,175176,66.52,86.65,2,0,R,N
390,1675253783184,G7WhmzYD9RBXKdQc,43,108893,15.9,91.59,1,0,N,N
391,1675253916782,G7WhmzYD9RBXKdQc,44,187794,65.55,86.55,2,0,R,N
392,1675254145227,G7WhmzYD9RBXKdQc,45,58583,55.03,95.5,1,0,N,N
393,1675254236707,G7WhmzYD9RBXKdQc,46,179952,65.08,86.5,2,0,M,N
394,1675254520848,G7WhmzYD9RBXKdQc,47,54384,54.08,95.4,1,0,N,N
395,1675254599302,G7WhmzYD9RBXKdQc,48,47999,57.55,95.75,1,0,N,N
396,1675254668858,G7WhmzYD9RBXKdQc,49,61084,48.23,94.82,1,0,N,N
397,1675254905845,G7WhmzYD9RBXKdQc,50,52009,56.25,95.62,1,0,N,N
398,1675254987178,G7WhmzYD9RBXKdQc,51,43013,62.91,96.29,1,0,N,N
399,1675255048323,G7WhmzYD9RBXKdQc,52,189976,66.4,86.64,2,0,R,N
400,1675255656531,G7WhmzYD9RBXKdQc,53,66506,46.2,94.62,1,0,N,N
401,1675255759006,G7WhmzYD9RBXKdQc,54,71217,42.6,94.26,1,0,N,N
402,1675255849519,G7WhmzYD9RBXKdQc,55,191199,70.52,87.05,2,0,R,N
403,1675256165327,G7WhmzYD9RBXKdQc,57,175766,66.03,86.6,2,0,M,N
404,1675256374873,G7WhmzYD9RBXKdQc,58,189495,64.22,86.42,2,0,R,N
405,1675256799513,G7WhmzYD9RBXKdQc,60,112839,13.69,91.36,1,0,N,N
406,1675256930776,G7WhmzYD9RBXKdQc,61,50957,58.46,95.84,1,0,N,N
407,1675257186123,G7WhmzYD9RBXKdQc,62,181134,65.4,86.54,2,0,M,N
408,1675257389446,G7WhmzYD9RBXKdQc,63,190267,65.14,86.51,2,0,R,N
409,1675257854372,G7WhmzYD9RBXKdQc,64,94225,29.1,92.91,1,0,N,N
410,1675257967460,G7WhmzYD9RBXKdQc,65,190521,64.95,86.49,2,0,R,N
411,1675258223105,G7WhmzYD9RBXKdQc,66,59641,52.39,95.23,1,0,N,N
412,1675258300615,G7WhmzYD9RBXKdQc,67,43037,67.16,96.71,1,0,N,N
413,1675258361394,G7WhmzYD9RBXKdQc,68,251709,41.84,84.18,2,0,R,N
414,1675258758803,G7WhmzYD9RBXKdQc,69,51972,53.31,95.33,1,0,N,N
415,1675258828808,G7WhmzYD9RBXKdQc,70,110975,17.1,91.71,1,0,N,N
416,1675258958287,G7WhmzYD9RBXKdQc,71,112866,16.29,91.62,1,0,N,N
417,1675259091773,G7WhmzYD9RBXKdQc,72,133960,1.25,90.12,1,0,N,N
418,1675259245481,G7WhmzYD9RBXKdQc,73,106288,19.05,91.9,1,0,N,N
419,1675259369999,G7WhmzYD9RBXKdQc,74,39685,63.08,96.3,1,0,N,N
420,1675259436259,G7WhmzYD9RBXKdQc,75,133630,10.65,91.06,1,0,N,N
421,1675332397306,tTfbNLpAzXhn49x7,1,109552,17.94,91.79,1,0,N,N
422,1675332568437,tTfbNLpAzXhn49x7,2,40731,63.49,96.34,1,0,N,N
423,1675332631307,tTfbNLpAzXhn49x7,3,111815,19.73,91.97,1,0,N,N
424,1675332760925,tTfbNLpAzXhn49x7,4,179853,66.07,86.6,2,0,M,N
425,1675332959627,tTfbNLpAzXhn49x7,5,133854,5.8,90.58,1,0,N,N
426,1675333112057,tTfbNLpAzXhn49x7,6,204878,67.01,86.7,2,0,R,N
427,1675333340240,tTfbNLpAzXhn49x7,7,51998,58.71,95.87,1,0,N,N
428,1675333413645,tTfbNLpAzXhn49x7,8,191425,64.8,86.48,2,0,M,N
429,1675334026809,tTfbNLpAzXhn49x7,9,197795,65.03,86.5,2,0,R,N
430,1675334262154,tTfbNLpAzXhn49x7,10,68418,44.16,94.41,1,0,N,N
431,1675334354457,tTfbNLpAzXhn49x7,11,202322,63.36,86.33,2,0,M,N
432,1675334640230,tTfbNLpAzXhn49x7,12,123853,7.07,90.7,1,0,N,N
433,1675334781824,tTfbNLpAzXhn49x7,13,114066,13.42,91.34,1,0,N,N
434,1675334925823,tTfbNLpAzXhn49x7,14,134308,6.47,90.64,1,0,N,N
435,1675335078804,tTfbNLpAzXhn49x7,15,94275,27.28,92.72,1,0,N,N
436,1675335203162,tTfbNLpAzXhn49x7,16,191810,66.01,86.6,2,0,M,N
437,1675335720570,tTfbNLpAzXhn49x7,17,51992,58.69,95.86,1,0,N,N
438,1675335790208,tTfbNLpAzXhn49x7,18,52242,53.61,95.36,1,0,N,N
439,1675335859782,tTfbNLpAzXhn49x7,19,124459,13.52,91.35,1,0,N,N
440,1675336016389,tTfbNLpAzXhn49x7,20,54377,52.37,95.23,1,0,N,N
441,1675336131881,tTfbNLpAzXhn49x7,21,241333,53.97,85.39,2,0,R,N
442,1675336425440,tTfbNLpAzXhn49x7,22,180862,64.42,86.44,2,0,R,N
443,1675336919406,tTfbNLpAzXhn49x7,24,275138,56.35,85.63,2,0,R,N
444,1675337327907,tTfbNLpAzXhn49x7,25,198220,64.92,86.49,2,0,M,N
445,1675337794923,tTfbNLpAzXhn49x7,26,201213,64.64,86.46,2,0,M,N
446,1675338023755,tTfbNLpAzXhn49x7,27,126095,17.06,91.7,1,0,N,N
447,1675338545157,tTfbNLpAzXhn49x7,28,129130,20.07,92.0,1,0,N,N
448,1675338704083,tTfbNLpAzXhn49x7,29,107563,18.72,91.87,1,0,N,N
449,1675338831894,tTfbNLpAzXhn49x7,30,109088,20.75,92.07,1,0,N,N
450,1675338962344,tTfbNLpAzXhn49x7,31,49553,59.37,95.93,1,0,N,N
451,1675340126650,tTfbNLpAzXhn49x7,33,38319,63.78,96.37,1,0,N,N
452,1675340183409,tTfbNLpAzXhn49x7,34,59627,49.23,94.92,1,0,N,N
453,1675340261652,tTfbNLpAzXhn49x7,35,66990,46.7,94.67,1,0,N,N
454,1675340345340,tTfbNLpAzXhn49x7,36,121874,11.24,91.12,1,0,N,N
455,1675340484631,tTfbNLpAzXhn49x7,37,205371,77.93,87.79,2,0,R,N
456,1675340715559,tTfbNLpAzXhn49x7,38,52050,57.4,95.74,1,0,N,N
457,1675340786628,tTfbNLpAzXhn49x7,39,123872,6.62,90.66,1,0,N,N
458,1675340933557,tTfbNLpAzXhn49x7,40,124540,14.03,91.4,1,0,N,N
459,1675341091714,tTfbNLpAzXhn49x7,41,190367,64.58,86.45,2,0,R,N
460,1675341306205,tTfbNLpAzXhn49x7,42,133933,0.43,90.04,1,0,N,N
461,1675341463708,tTfbNLpAzXhn49x7,43,110197,20.88,92.08,1,0,N,N
462,1675341889008,tTfbNLpAzXhn49x7,44,199670,64.36,86.43,2,0,M,N
463,1675342119488,tTfbNLpAzXhn49x7,45,134130,0.52,90.05,1,0,N,N
464,1675342273116,tTfbNLpAzXhn49x7,46,189559,76.39,87.63,2,0,R,N
465,1675342487170,tTfbNLpAzXhn49x7,47,48218,57.79,95.77,1,0,N,N
466,1675342554075,tTfbNLpAzXhn49x7,48,45519,59.64,95.96,1,0,N,N
467,1675342623372,tTfbNLpAzXhn49x7,49,196499,64.89,86.48,2,0,R,N
468,1675342841597,tTfbNLpAzXhn49x7,50,133959,0.71,90.07,1,0,N,N
469,1675342996350,tTfbNLpAzXhn49x7,51,119191,10.99,91.09,1,0,N,N
470,1675343135696,tTfbNLpAzXhn49x7,52,109655,19.92,91.99,1,0,N,N
471,1675343570280,tTfbNLpAzXhn49x7,53,110254,17.77,91.77,1,0,N,N
472,1675343713831,tTfbNLpAzXhn49x7,54,47582,58.28,95.82,1,0,N,N
473,1675343777877,tTfbNLpAzXhn49x7,55,206384,65.09,86.5,2,0,R,N
474,1675344054439,tTfbNLpAzXhn49x7,56,190497,65.85,86.58,2,0,M,N
475,1675344353343,tTfbNLpAzXhn49x7,58,239853,51.0,85.1,2,0,M,N
476,1675344698365,tTfbNLpAzXhn49x7,59,191259,64.05,86.4,2,0,R,N
477,1675345257800,tTfbNLpAzXhn49x7,60,54918,54.38,95.43,1,0,N,N
478,1675345334216,tTfbNLpAzXhn49x7,61,110357,19.28,91.92,1,0,N,N
479,1675345464255,tTfbNLpAzXhn49x7,62,59391,51.03,95.1,1,0,N,N
480,1675345561952,tTfbNLpAzXhn49x7,63,122783,12.98,91.29,1,0,N,N
481,1675345711241,tTfbNLpAzXhn49x7,64,42978,64.56,96.45,1,0,N,N
482,1675345777450,tTfbNLpAzXhn49x7,65,201387,77.01,87.7,2,0,R,N
483,1675346022632,tTfbNLpAzXhn49x7,66,42342,61.79,96.17,1,0,N,N
484,1675346085008,tTfbNLpAzXhn49x7,67,190273,65.24,86.52,2,0,R,N
485,1675346336027,tTfbNLpAzXhn49x7,68,278134,12.12,81.21,2,0,R,N
486,1675418557288,qPNdxR2Gh1VmYryb,1,247983,40.98,84.09,2,0,R,N
487,1675418837907,qPNdxR2Gh1VmYryb,2,198206,65.31,86.53,2,0,R,N
488,1675419111890,qPNdxR2Gh1VmYryb,3,63364,48.89,94.88,1,0,N,N
489,1675419335012,qPNdxR2Gh1VmYryb,4,115676,12.11,91.21,1,0,N,N
490,1675419474964,qPNdxR2Gh1VmYryb,5,103985,22.03,92.2,1,0,N,N
491,1675419595853,qPNdxR2Gh1VmYryb,6,114208,15.02,91.5,1,0,N,N
492,1675419731519,qPNdxR2Gh1VmYryb,7,38618,62.69,96.26,1,0,N,N
493,1675420079053,qPNdxR2Gh1VmYryb,8,191911,64.19,86.41,2,0,M,N
494,1675420293823,qPNdxR2Gh1VmYryb,9,109238,16.55,91.65,1,0,N,N
495,1675420420193,qPNdxR2Gh1VmYryb,10,241382,40.45,84.04,2,0,M,N
496,1675420683483,qPNdxR2Gh1VmYryb,11,109794,17.31,91.73,1,0,N,N
497,1675420813084,qPNdxR2Gh1VmYryb,12,94138,25.95,92.59,1,0,N,N
498,1675421294206,qPNdxR2Gh1VmYryb,13,192645,65.23,86.52,2,0,M,N
499,1675421531154,qPNdxR2Gh1VmYryb,14,294705,100.0,80.0,3,0,R,N
500,1675422149425,qPNdxR2Gh1VmYryb,15,117785,11.25,91.12,1,0,N,N
501,1675422287192,qPNdxR2Gh1VmYryb,16,306302,100.0,80.0,3,0,M,N
502,1675423108551,qPNdxR2Gh1VmYryb,17,200988,65.46,86.54,2,0,R,N
503,1675423339544,qPNdxR2Gh1VmYryb,18,97891,26.6,92.66,1,0,N,N
504,1675423456457,qPNdxR2Gh1VmYryb,19,103915,23.87,92.38,1,0,N,N
505,1675423582453,qPNdxR2Gh1VmYryb,20,133626,6.88,90.68,1,0,N,N
506,1675423736178,qPNdxR2Gh1VmYryb,21,190010,64.13,86.41,2,0,R,N
507,1675423976408,qPNdxR2Gh1VmYryb,22,192134,63.55,86.35,2,0,R,N
508,1675424622756,qPNdxR2Gh1VmYryb,25,73644,46.85,94.68,1,0,N,N
509,1675424714415,qPNdxR2Gh1VmYryb,26,112070,17.47,91.74,1,0,N,N
510,1675424843827,qPNdxR2Gh1VmYryb,27,192093,63.35,86.33,2,0,R,N
511,1675425087074,qPNdxR2Gh1VmYryb,28,94024,28.2,92.82,1,0,N,N
512,1675425235242,qPNdxR2Gh1VmYryb,29,61200,50.25,95.02,1,0,N,N
513,1675425322375,qPNdxR2Gh1VmYryb,30,54392,54.26,95.42,1,0,N,N
514,1675425394477,qPNdxR2Gh1VmYryb,31,57743,51.54,95.15,1,0,N,N
515,1675425476797,qPNdxR2Gh1VmYryb,32,52302,58.0,95.8,1,0,N,N
516,1675425550647,qPNdxR2Gh1VmYryb,33,112777,21.48,92.14,1,0,N,N
517,1675591505472,zRWvxfkXqprK2hNg,1,189770,64.97,86.49,2,0,M,N
518,1675591713672,zRWvxfkXqprK2hNg,2,217912,60.3,86.03,2,0,M,N
519,1675591951586,zRWvxfkXqprK2hNg,3,278717,51.91,85.19,2,0,R,N
520,1675592293809,zRWvxfkXqprK2hNg,4,189016,66.33,86.63,2,0,M,N
521,1675592502425,zRWvxfkXqprK2hNg,5,41371,65.63,96.56,1,0,N,N
522,1675592561360,zRWvxfkXqprK2hNg,6,106131,23.72,92.37,1,0,N,N
523,1675592688635,zRWvxfkXqprK2hNg,7,190452,64.58,86.45,2,0,M,N
524,1675593189559,zRWvxfkXqprK2hNg,8,198700,63.49,86.34,2,0,R,N
525,1675593460337,zRWvxfkXqprK2hNg,10,108048,20.15,92.01,1,0,N,N
526,1675593586405,zRWvxfkXqprK2hNg,11,189429,64.83,86.48,2,0,M,N
527,1675593806548,zRWvxfkXqprK2hNg,12,211154,63.63,86.36,2,0,R,N
528,1675594039226,zRWvxfkXqprK2hNg,13,184891,64.62,86.46,2,0,M,N
529,1675594418956,zRWvxfkXqprK2hNg,15,196716,64.72,86.47,2,0,M,N
530,1675595185475,zRWvxfkXqprK2hNg,17,251463,35.69,83.56,2,0,R,N
531,1675595507509,zRWvxfkXqprK2hNg,18,189277,63.04,86.3,2,0,M,N
532,1675595716537,zRWvxfkXqprK2hNg,19,38723,64.55,96.45,1,0,N,N
533,1675595773093,zRWvxfkXqprK2hNg,20,196824,64.01,86.4,2,0,M,N
534,1675596032788,zRWvxfkXqprK2hNg,23,50213,58.72,95.87,1,0,N,N
535,1675596110048,zRWvxfkXqprK2hNg,24,98213,21.93,92.19,1,0,N,N
536,1675596227583,zRWvxfkXqprK2hNg,25,228080,58.82,85.88,2,0,M,N
537,1675596866677,zRWvxfkXqprK2hNg,26,112828,14.25,91.42,1,0,N,N
538,1675597000429,zRWvxfkXqprK2hNg,27,133949,0.03,90.0,1,0,N,N
539,1675597153033,zRWvxfkXqprK2hNg,28,133049,1.96,90.19,1,0,N,N
540,1675597339107,zRWvxfkXqprK2hNg,29,112794,14.76,91.47,1,0,N,N
541,1675597471928,zRWvxfkXqprK2hNg,30,186328,82.08,88.2,2,0,R,N
542,1675597677034,zRWvxfkXqprK2hNg,31,193798,66.24,86.62,2,0,M,N
543,1675597893662,zRWvxfkXqprK2hNg,32,280386,33.39,83.33,2,0,R,N
544,1675598265131,zRWvxfkXqprK2hNg,33,190569,63.1,86.31,2,0,M,N
545,1675599245687,zRWvxfkXqprK2hNg,34,75414,40.61,94.06,1,0,N,N
546,1675599344653,zRWvxfkXqprK2hNg,35,58625,51.64,95.16,1,0,N,N
547,1675599441519,zRWvxfkXqprK2hNg,36,47407,57.74,95.77,1,0,N,N
548,1675599509824,zRWvxfkXqprK2hNg,37,197219,63.56,86.35,2,0,R,N
549,1675599726621,zRWvxfkXqprK2hNg,38,119851,11.3,91.13,1,0,N,N
550,1675599865253,zRWvxfkXqprK2hNg,39,99775,23.45,92.34,1,0,N,N
551,1675599984140,zRWvxfkXqprK2hNg,40,112800,12.51,91.25,1,0,N,N
552,1675600116312,zRWvxfkXqprK2hNg,41,112804,19.68,91.96,1,0,N,N
553,1675600592910,zRWvxfkXqprK2hNg,42,52094,55.41,95.54,1,0,N,N
554,1675600665807,zRWvxfkXqprK2hNg,43,115011,14.63,91.46,1,0,N,N
555,1675600802523,zRWvxfkXqprK2hNg,44,59277,52.55,95.25,1,0,N,N
556,1675600894841,zRWvxfkXqprK2hNg,45,191790,65.19,86.51,2,0,M,N
557,1675601126406,zRWvxfkXqprK2hNg,46,107726,19.35,91.93,1,0,N,N
558,1675601263866,zRWvxfkXqprK2hNg,47,190381,63.5,86.35,2,0,R,N
559,1675601544710,zRWvxfkXqprK2hNg,48,191139,63.73,86.37,2,0,M,N
560,1675602198058,zRWvxfkXqprK2hNg,50,200519,63.79,86.37,2,0,R,N
561,1675602421530,zRWvxfkXqprK2hNg,51,110022,14.87,91.48,1,0,N,N
562,1675602548685,zRWvxfkXqprK2hNg,52,357323,90.85,78.17,3,0,R,R
563,1675603604995,zRWvxfkXqprK2hNg,53,70734,46.31,94.63,1,0,N,N
564,1675603696455,zRWvxfkXqprK2hNg,54,43174,63.59,96.35,1,0,N,N
565,1675603757830,zRWvxfkXqprK2hNg,55,45463,59.24,95.92,1,0,N,N
566,1675603821976,zRWvxfkXqprK2hNg,56,54864,52.42,95.24,1,0,N,N
567,1675603902529,zRWvxfkXqprK2hNg,57,208686,60.3,86.03,2,0,R,N
568,1675677842411,KgDzv9j4PHQfay1V,1,27996,75.27,97.52,1,0,N,N
569,1675677893290,KgDzv9j4PHQfay1V,2,117030,12.8,91.28,1,0,N,N
570,1675678034944,KgDzv9j4PHQfay1V,3,321468,99.52,79.9,3,0,M,B
571,1675678481931,KgDzv9j4PHQfay1V,4,43340,59.79,95.97,1,0,N,N
572,1675678550059,KgDzv9j4PHQfay1V,5,43419,59.04,95.9,1,0,N,N
573,1675678626780,KgDzv9j4PHQfay1V,6,67697,50.51,95.05,1,0,N,N
574,1675678716101,KgDzv9j4PHQfay1V,7,105207,21.11,92.11,1,0,N,N
575,1675678840909,KgDzv9j4PHQfay1V,8,45353,59.85,95.98,1,0,N,N
576,1675678915402,KgDzv9j4PHQfay1V,9,45749,59.09,95.9,1,0,N,N
577,1675678979693,KgDzv9j4PHQfay1V,10,67299,46.65,94.66,1,0,N,N
578,1675679068562,KgDzv9j4PHQfay1V,11,90972,28.31,92.83,1,0,N,N
579,1675679478285,KgDzv9j4PHQfay1V,12,67848,49.29,94.92,1,0,N,N
580,1675679604572,KgDzv9j4PHQfay1V,13,119111,10.8,91.08,1,0,N,N
581,1675679746224,KgDzv9j4PHQfay1V,14,187377,65.23,86.52,2,0,R,N
582,1675679957218,KgDzv9j4PHQfay1V,15,68558,47.98,94.79,1,0,N,N
583,1675680045164,KgDzv9j4PHQfay1V,16,200354,64.72,86.47,2,0,M,N
584,1675680400769,KgDzv9j4PHQfay1V,18,325133,96.28,79.25,3,0,R,R
585,1675681286014,KgDzv9j4PHQfay1V,19,342455,88.97,77.79,3,0,R,R
586,1675681692520,KgDzv9j4PHQfay1V,20,38488,61.99,96.19,1,0,N,N
587,1675681753322,KgDzv9j4PHQfay1V,21,119017,9.61,90.96,1,0,N,N
588,1675681895512,KgDzv9j4PHQfay1V,22,187735,63.23,86.32,2,0,M,N
589,1675682128454,KgDzv9j4PHQfay1V,23,192112,63.48,86.34,2,0,R,N
590,1675682355418,KgDzv9j4PHQfay1V,24,197842,68.94,86.89,2,0,M,N
591,1675683124874,KgDzv9j4PHQfay1V,25,39083,62.54,96.25,1,0,N,N
592,1675683182965,KgDzv9j4PHQfay1V,26,197034,63.94,86.39,2,0,M,N
593,1675683402499,KgDzv9j4PHQfay1V,27,44656,59.7,95.97,1,0,N,N
594,1675683464171,KgDzv9j4PHQfay1V,28,104221,20.58,92.05,1,0,N,N
