Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
63,Ninja,https://www.fflogs.com/reports/a:AyjdvVnfDBwZFpr2#fight=8&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,11674.0,1148.0s,10743.6,130.6s,11960.3,145.5s,11786.2,193.4s,9292.0,71.6s,13861.4,286.0s,11249.2,321.0s
64,Dragoon,https://www.fflogs.com/reports/yh9tCa4bpcnKVmX2#fight=12&type=damage-done,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,11670.9,1135.3s,9875.5,127.5s,14018.5,141.6s,11164.9,189.4s,10570.7,71.6s,12041.0,286.1s,11859.2,319.1s
65,Reaper,https://www.fflogs.com/reports/RTXwpdJFh1VLy7kP#fight=10&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,11670.1,1144.9s,10305.2,129.5s,11852.4,143.1s,10707.6,193.3s,12702.9,71.6s,12324.5,286.0s,12269.2,321.4s
66,Dragoon,https://www.fflogs.com/reports/4taAZCfc8MnkrTjy#fight=7&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,11669.7,1145.5s,10685.4,130.4s,13643.5,142.1s,10451.0,193.4s,12049.2,71.6s,12479.0,286.1s,11530.4,322.0s
67,Ninja,https://www.fflogs.com/reports/XWc7V4dAB1CYJKah#fight=1&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,11668.7,1138.4s,11234.3,127.8s,11615.0,142.0s,10756.7,191.7s,12879.2,71.6s,13264.9,286.1s,11328.2,319.2s
68,Ninja,https://www.fflogs.com/reports/Qn1VHYkytBm9pAMb#fight=22&type=damage-done,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,11668.4,1147.6s,10501.9,130.1s,11565.8,144.4s,11934.8,193.0s,9009.1,71.6s,13817.7,286.1s,11513.9,322.4s
69,Reaper,https://www.fflogs.com/reports/GjvgBrDb9HLFhamC#fight=7&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,11666.2,1146.6s,10517.1,130.2s,11898.7,144.9s,10980.9,192.9s,12380.1,71.6s,12565.8,286.1s,11905.3,320.9s
70,Reaper,https://www.fflogs.com/reports/vTbQ4fyxCGmnLPh9#fight=20&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11663.8,1138.0s,10791.4,130.2s,11562.8,142.2s,12033.7,188.8s,9974.7,71.6s,12766.7,286.1s,11669.5,319.2s
71,Dragoon,https://www.fflogs.com/reports/tfgZkFzn4DPhQrXy#fight=26&type=damage-done,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,11663.7,1143.4s,10048.8,129.9s,12892.3,143.3s,11172.6,190.7s,10937.9,71.5s,12889.7,286.0s,11701.1,321.9s
72,Reaper,https://www.fflogs.com/reports/cWHzdrCKLMTfGtvQ#fight=37&type=damage-done,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,11660.2,1137.0s,11072.5,128.6s,11714.3,141.1s,11321.9,190.4s,12178.7,71.6s,12631.7,286.0s,11488.8,319.3s
73,Reaper,https://www.fflogs.com/reports/LDWKxrFPTQZcngdz#fight=8&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,11659.2,1142.0s,10118.3,129.7s,11796.7,143.2s,11789.2,193.1s,10430.2,71.6s,12440.3,286.2s,12108.4,318.2s
74,Ninja,https://www.fflogs.com/reports/HYgrh3xMpX1PkqQV#fight=21&type=damage-done,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,11659.0,1145.5s,11089.1,129.1s,12024.8,143.3s,10500.9,193.4s,12273.6,71.6s,13322.0,286.0s,11452.0,322.1s
75,Ninja,https://www.fflogs.com/reports/aWqH3ANftbKpCPwm#fight=19&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11655.2,1145.1s,10679.0,129.8s,11380.5,144.2s,11513.1,192.8s,8983.8,71.6s,13868.9,286.1s,11692.0,320.5s
76,Dragoon,https://www.fflogs.com/reports/awqnk1xPZdvFLcMp#fight=21&type=damage-done,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,11654.5,1142.4s,9777.4,130.1s,11534.8,143.7s,12306.3,188.8s,10658.2,71.5s,13242.3,285.9s,11591.1,322.3s
77,Ninja,https://www.fflogs.com/reports/vJLWn9CN7rTDwjad#fight=37&type=damage-done,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,11654.5,1142.0s,10720.1,126.6s,12032.9,144.9s,11751.2,191.1s,10289.6,71.5s,13735.9,286.0s,11035.2,321.9s
78,Monk,https://www.fflogs.com/reports/mkvDfcHF8p7VMLTn#fight=8&type=damage-done,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,11653.7,1137.2s,11621.0,125.4s,12312.3,142.6s,11291.2,191.7s,9596.7,71.5s,12448.4,285.9s,11599.3,320.2s
79,Reaper,https://www.fflogs.com/reports/Y3GA62jJBMm8D1qL#fight=30&type=damage-done,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,11652.8,1144.3s,10193.9,130.3s,12715.5,142.8s,10555.1,192.4s,10464.6,71.5s,13064.5,286.1s,12052.4,321.1s
80,Dragoon,https://www.fflogs.com/reports/aPqdDQfVbGLWnwY3#fight=15&type=damage-done,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11648.0,1130.4s,10061.2,127.7s,12716.7,139.9s,11720.1,187.4s,10285.8,71.5s,12704.7,286.1s,11630.2,317.8s
81,Dragoon,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,11647.9,1144.3s,10707.3,129.2s,12253.8,143.0s,11983.6,192.9s,10542.8,71.6s,12615.5,286.1s,11347.2,321.6s
82,Dragoon,https://www.fflogs.com/reports/Hx3JTGm9PFn2VfDd#fight=17&type=damage-done,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,11625.8,1140.8s,10362.3,131.1s,11573.0,144.2s,10933.9,190.4s,12881.6,71.6s,12786.1,286.2s,11795.5,317.4s
83,Ninja,https://www.fflogs.com/reports/bWxpVF29vRc3Ga8k#fight=9&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11644.0,1138.6s,11043.0,128.7s,12053.3,142.6s,10671.4,190.4s,11869.5,71.6s,12634.9,286.0s,11754.2,319.3s
84,Dragoon,https://www.fflogs.com/reports/pQTLR2fK9HVP7vgC#fight=35&type=damage-done,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,11639.6,1141.6s,10101.8,128.4s,13430.7,143.1s,12026.4,192.7s,9256.7,71.5s,12771.8,285.9s,11256.3,319.9s
85,Ninja,https://www.fflogs.com/reports/QkByAD7XYHwfWb1n#fight=6&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,11636.7,1136.8s,10885.8,127.7s,12401.3,138.9s,11236.1,192.5s,8254.3,71.5s,13693.1,286.0s,11506.6,320.3s
86,Dragoon,https://www.fflogs.com/reports/1KMRA6q8xNTdDwX2#fight=22&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11624.2,1143.8s,10630.3,130.2s,12338.7,139.3s,11355.5,193.4s,10094.0,71.6s,12692.1,286.1s,11713.4,323.2s
87,Ninja,https://www.fflogs.com/reports/3zd7CA8fGcPj9X2N#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,11633.1,1145.1s,10757.1,128.3s,11302.7,142.9s,11652.5,193.4s,9426.4,71.5s,13710.6,286.1s,11519.4,322.9s
88,Reaper,https://www.fflogs.com/reports/KNmYQBLJPb8yVn2T#fight=20&type=damage-done,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,11632.8,1135.6s,10728.4,125.9s,11041.7,142.0s,11192.2,191.4s,13588.5,71.6s,12955.4,286.1s,11453.9,318.5s
89,Monk,https://www.fflogs.com/reports/A8vpkGHy2m1txcfR#fight=10&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,11632.0,1134.8s,10957.4,131.3s,12466.2,138.8s,11641.9,189.7s,8777.4,71.6s,12806.7,286.1s,11567.3,317.3s
90,Ninja,https://www.fflogs.com/reports/bJWfza8HgPRAQcM9#fight=48&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11627.2,1138.6s,10559.9,128.5s,11551.1,141.2s,11751.4,187.9s,8776.0,71.5s,14047.8,286.1s,11387.8,323.4s
91,Monk,https://www.fflogs.com/reports/KYQxDF4dX1pHVNPJ#fight=14&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11627.2,1144.4s,10977.8,129.2s,11763.0,144.5s,11941.5,191.9s,10779.5,71.6s,12882.5,286.1s,11190.5,320.9s
92,Ninja,https://www.fflogs.com/reports/6BgTYjc2J8NLqWQ4#fight=7&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,11627.0,1146.4s,10969.8,129.7s,11133.0,143.9s,11457.9,191.9s,10055.4,71.6s,13460.0,286.0s,11596.2,323.3s
93,Ninja,https://www.fflogs.com/reports/qNp9kVmWAxDZXM4K#fight=23&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,11626.3,1146.2s,11012.2,128.6s,11316.8,145.1s,11869.6,193.7s,10623.1,71.6s,13273.7,286.0s,11229.9,321.3s
94,Ninja,https://www.fflogs.com/reports/YjfTVbq8waWnJXBg#fight=16&type=damage-done,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,11623.6,1141.2s,10998.9,128.1s,11530.2,142.5s,12054.8,192.4s,9961.0,71.4s,12803.9,285.9s,11410.6,320.8s
95,Reaper,https://www.fflogs.com/reports/yZtQm6KYcjHPvhkA#fight=22&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,11623.4,1146.0s,11485.6,129.8s,11220.1,144.9s,11062.5,192.9s,12116.7,71.5s,13020.9,285.9s,11349.3,320.9s
96,Reaper,https://www.fflogs.com/reports/zcBWTXFqkHtK9bC2#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,11620.5,1144.6s,10554.4,129.7s,12168.6,144.3s,11589.8,191.2s,11720.1,71.4s,12245.3,286.1s,11562.0,321.8s
97,Reaper,https://www.fflogs.com/reports/Q9dgPDkzRCZGfc8W#fight=11&type=damage-done,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,11618.6,1140.7s,10938.2,126.8s,11252.4,143.1s,11311.6,190.5s,11632.4,71.6s,12020.4,286.0s,12059.7,322.8s
98,Dragoon,https://www.fflogs.com/reports/a:WpBCmYzLbn2QDMRF#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11618.3,1146.0s,10610.5,129.4s,12689.8,143.9s,10544.7,191.2s,11542.4,71.8s,12937.9,286.1s,11586.5,323.5s
99,Reaper,https://www.fflogs.com/reports/wcJbq93tdCTxLfHB#fight=19&type=damage-done,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,11614.6,1142.0s,10752.0,130.1s,12492.9,141.9s,10435.5,191.9s,12719.2,71.6s,12104.4,286.0s,11875.0,320.6s
100,Reaper,https://www.fflogs.com/reports/ZL8mYXbV1wndRBxQ#fight=16&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,11614.1,1142.2s,10703.1,129.7s,12286.3,141.9s,12019.7,191.0s,10141.8,71.6s,12349.1,286.0s,11437.4,321.9s
101,Reaper,https://www.fflogs.com/reports/G3WkfAJ8pNMVBLdX#fight=10&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11613.4,1147.6s,10293.9,130.5s,11607.3,142.8s,11383.4,193.4s,12002.3,71.6s,12263.1,285.9s,11966.7,323.4s
102,Reaper,https://www.fflogs.com/reports/jRxkGMwfY9VTH3cB#fight=9&type=damage-done,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,11613.2,1140.4s,10623.6,129.5s,12299.5,143.5s,10824.8,192.0s,11615.5,71.6s,12608.0,285.9s,11733.3,317.9s
103,Ninja,https://www.fflogs.com/reports/tVTLMaDmQJHNnvZ1#fight=18&type=damage-done,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,11611.4,1144.3s,10552.4,128.8s,11301.4,144.9s,11431.9,193.3s,9697.5,71.6s,14012.6,286.1s,11463.6,319.6s
104,Ninja,https://www.fflogs.com/reports/xrVP7A1YQJKcmMh8#fight=8&type=damage-done,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,11608.9,1138.7s,10340.9,130.8s,11330.8,141.1s,11661.5,188.3s,9640.4,71.6s,13956.6,285.9s,11455.6,321.1s
105,Dragoon,https://www.fflogs.com/reports/bgV7hx29qfGWkX4F#fight=7&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11606.4,1149.1s,10367.9,130.6s,12141.1,144.8s,11132.3,193.6s,12694.0,71.6s,12560.9,286.1s,11526.5,322.4s
106,Dragoon,https://www.fflogs.com/reports/dM6K9RwjbNPBvG47#fight=9&type=damage-done,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,11605.7,1146.7s,10110.1,131.3s,12687.5,144.7s,10547.1,192.8s,13614.3,71.6s,12281.0,286.0s,11728.3,320.3s
107,Reaper,https://www.fflogs.com/reports/mdftqhD6vKYJF3r4#fight=17&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11603.9,1143.1s,10304.5,128.8s,11490.9,143.0s,11583.9,191.7s,11894.7,71.6s,12742.9,286.1s,11616.5,321.8s
108,Reaper,https://www.fflogs.com/reports/tgp1TYKdFNZnJ2CW#fight=13&type=damage-done,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,11603.7,1145.2s,10600.9,130.0s,11045.9,144.6s,11789.6,192.2s,11113.2,71.5s,11997.3,286.0s,12114.0,320.9s
109,Reaper,https://www.fflogs.com/reports/4PDCqJnBXt7NzZ8b#fight=7&type=damage-done,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,11603.3,1132.5s,10321.5,127.2s,12235.6,140.9s,12449.3,187.9s,8643.8,71.7s,12503.8,286.2s,11580.5,318.7s
110,Ninja,https://www.fflogs.com/reports/8cpV1j7Q3t26dym9#fight=14&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,11602.3,1144.3s,11004.3,130.4s,11550.4,143.4s,11914.7,191.1s,9229.2,71.5s,13585.8,285.9s,11151.1,321.8s
111,Dragoon,https://www.fflogs.com/reports/rKca4FtfA3g9zXvG#fight=20&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,11601.9,1141.5s,9896.7,129.6s,12746.6,143.7s,11911.8,191.8s,10426.8,71.7s,12191.0,286.0s,11676.2,318.7s
112,Reaper,https://www.fflogs.com/reports/f4z2wJDmFdWBLkZN#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11601.2,1130.0s,10344.6,128.9s,13055.0,136.4s,11941.0,187.0s,10519.8,71.6s,12601.9,286.0s,11103.0,320.1s
113,Dragoon,https://www.fflogs.com/reports/T9JbpqBX6QzryNLk#fight=19&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11600.5,1145.2s,10942.5,130.6s,12532.7,142.5s,10023.0,193.2s,11820.2,71.5s,13249.7,286.1s,11539.6,321.3s
114,Dragoon,https://www.fflogs.com/reports/m4kVaqjPTnhRHZ1Y#fight=1&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11597.2,1140.1s,10157.3,129.2s,12273.0,143.7s,11594.4,189.0s,11111.4,71.6s,12612.7,286.0s,11556.4,320.7s
115,Dragoon,https://www.fflogs.com/reports/1N8TKMhapX4rF2fY#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,11593.4,1142.5s,10748.9,128.4s,12378.0,144.8s,11229.6,191.1s,10441.7,71.5s,12876.9,286.1s,11419.3,320.6s
116,Ninja,https://www.fflogs.com/reports/ntmQC6VRHv2GaDhZ#fight=13&type=damage-done,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,11593.3,1137.3s,10494.1,125.6s,11512.4,144.3s,11698.6,187.4s,10820.0,71.5s,13203.5,286.1s,11377.1,322.5s
117,Reaper,https://www.fflogs.com/reports/nrgVA4kGfBbRvc6p#fight=21&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,11589.8,1142.1s,10253.0,129.5s,10882.0,143.5s,11686.1,191.0s,10605.4,71.6s,12710.0,286.0s,12087.2,320.5s
118,Reaper,https://www.fflogs.com/reports/Zc1wJt6QWpPxR4Nr#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,11589.3,1146.7s,10696.3,131.1s,11518.5,144.2s,11257.3,190.8s,11690.3,71.6s,11378.1,286.1s,12345.0,322.8s
119,Ninja,https://www.fflogs.com/reports/aWw6pMLVxgYN8DFq#fight=10&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,11587.9,1145.8s,10709.8,130.3s,12228.1,143.4s,11637.6,193.4s,8969.3,71.7s,13452.3,286.1s,11244.9,320.9s
120,Monk,https://www.fflogs.com/reports/xzMChygvfYXB8JNn#fight=192&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,11585.8,1144.0s,10828.5,129.4s,12959.7,144.3s,10423.6,193.1s,12796.6,71.6s,12456.2,285.9s,11334.4,319.8s
121,Ninja,https://www.fflogs.com/reports/qDH1rLcYjTmKa2GX#fight=28&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,11584.4,1144.2s,10612.9,129.5s,11666.9,144.3s,10380.5,193.9s,13074.9,71.6s,13793.8,286.2s,11245.5,318.8s
122,Ninja,https://www.fflogs.com/reports/QvXZAWk6mJDg9bdG#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11584.0,1145.8s,10655.3,129.6s,11397.2,144.1s,11821.6,192.6s,8921.4,71.5s,13664.7,286.1s,11401.2,321.9s
123,Dragoon,https://www.fflogs.com/reports/w7n9DhLXBdKCJgtm#fight=7&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,11583.9,1139.9s,10153.7,128.0s,12287.4,141.3s,10852.5,191.0s,10891.4,71.6s,13076.5,286.0s,11745.6,322.1s
124,Dragoon,https://www.fflogs.com/reports/46XvRaJ1xMAnCQtr#fight=32&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,11579.6,1140.3s,10889.8,128.0s,13007.7,141.3s,10423.7,192.3s,12233.1,71.6s,12564.7,285.9s,11332.1,321.1s
125,Dragoon,https://www.fflogs.com/reports/Lg6n2h8Vq14JR9XY#fight=2&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,11579.4,1135.4s,10593.7,129.6s,13050.6,138.9s,11231.6,190.4s,11615.4,71.5s,11817.2,286.0s,11519.2,319.0s
126,Ninja,https://www.fflogs.com/reports/WpQrYLXVRvt1MZNw#fight=7&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,11578.9,1145.2s,10925.1,129.9s,12010.4,142.9s,11101.7,192.1s,11336.2,71.6s,13027.0,286.1s,11268.2,322.7s
127,Dragoon,https://www.fflogs.com/reports/VLwHF2AqMzmtPGTj#fight=34&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11574.9,1137.7s,11042.8,126.6s,11845.1,143.8s,11230.6,190.5s,10467.5,71.5s,12635.9,285.9s,11571.5,319.4s
128,Ninja,https://www.fflogs.com/reports/6hLCMVgN9cDWyd24#fight=40&type=damage-done,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,11573.2,1144.3s,10758.5,126.7s,11782.6,144.1s,11515.0,193.1s,9415.0,71.6s,13583.4,286.1s,11266.4,322.7s
129,Dragoon,https://www.fflogs.com/reports/31ALvhKnMRwP9my7#fight=4&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11573.1,1145.7s,9973.0,130.3s,12639.6,144.5s,10753.7,192.7s,11700.8,71.6s,13040.7,285.9s,11564.8,320.6s
130,Monk,https://www.fflogs.com/reports/vJLWn9CN7rTDwjad#fight=37&type=damage-done,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,11572.6,1142.0s,11357.6,126.6s,10922.7,144.9s,11299.7,191.1s,10135.8,71.5s,13036.6,286.0s,11627.3,321.9s
131,Reaper,https://www.fflogs.com/reports/tNkfbmFK6dAD98zY#fight=6&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,11571.8,1143.8s,10350.9,127.6s,12584.2,143.6s,10971.8,192.0s,12344.3,71.5s,12337.4,285.9s,11506.2,323.3s
132,Reaper,https://www.fflogs.com/reports/ykKhgWTc7vBwJnLP#fight=19&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11571.5,1145.8s,10233.0,130.6s,11652.2,144.3s,10918.4,190.4s,12685.1,71.6s,12621.2,286.0s,11781.0,322.9s
133,Dragoon,https://www.fflogs.com/reports/LQJdWrKvAN2mX1yn#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,11571.4,1144.6s,10311.2,128.9s,11787.8,144.6s,11871.7,191.2s,10475.1,71.6s,12111.4,286.1s,11841.0,322.3s
134,Reaper,https://www.fflogs.com/reports/qMBn2xrZV9ypkgXR#fight=13&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11570.8,1133.0s,11292.1,127.0s,11191.4,144.6s,11622.3,187.6s,10512.7,71.6s,11983.8,286.0s,11839.5,316.2s
135,Ninja,https://www.fflogs.com/reports/HWB6grc1jmhk9Anv#fight=8&type=damage-done,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,11570.4,1143.8s,10467.1,128.7s,12933.4,143.0s,9917.3,191.5s,12128.6,71.5s,13493.4,286.0s,11354.2,323.1s
136,Samurai,https://www.fflogs.com/reports/3jCYHNvyrGnxpcFV#fight=2&type=damage-done,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,11568.7,1130.9s,10572.6,127.1s,12975.5,140.4s,10995.2,185.3s,12356.0,71.7s,12315.3,285.9s,11215.1,320.5s
137,Reaper,https://www.fflogs.com/reports/GydkXwYZT1pchC3F#fight=32&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,11566.8,1145.5s,11382.4,130.2s,10917.0,143.7s,12011.3,191.0s,10864.8,71.5s,12119.0,286.0s,11520.3,323.2s
138,Ninja,https://www.fflogs.com/reports/tbQ7RATKgpyPfZVc#fight=2&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11566.3,1144.7s,10488.0,128.0s,12012.1,142.1s,10706.2,193.9s,10744.6,71.6s,13594.0,285.9s,11493.5,323.3s
139,Dragoon,https://www.fflogs.com/reports/tr9gHLNhqnvGfPwJ#fight=24&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11564.7,1140.9s,10716.9,129.4s,12704.4,141.9s,11820.0,191.6s,9819.9,71.6s,12043.4,286.0s,11440.9,320.2s
140,Dragoon,https://www.fflogs.com/reports/YV2H6Lm1dzRCW3xg#fight=24&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,11504.6,1135.4s,10157.2,126.4s,11829.1,142.2s,11495.2,190.8s,10271.6,71.5s,12598.9,286.1s,11676.2,318.2s
141,Ninja,https://www.fflogs.com/reports/a:fmM4ctvDyY63H1xN#fight=8&type=damage-done,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,11562.9,1137.2s,10555.8,125.4s,11448.8,142.6s,11655.9,191.7s,11093.1,71.5s,13067.4,285.9s,11315.5,320.2s
142,Ninja,https://www.fflogs.com/reports/8TJjX9Pwvz6YfBAk#fight=12&type=damage-done,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,11562.7,1141.3s,10893.2,129.7s,11587.6,143.0s,11495.9,190.4s,10196.1,71.6s,13214.6,286.2s,11306.7,320.4s
143,Ninja,https://www.fflogs.com/reports/Kg1ZpDrNk3v2Tdzn#fight=26&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11562.4,1145.3s,10942.1,130.1s,12002.1,144.0s,9983.2,191.7s,12436.2,71.6s,13742.6,286.1s,11259.9,321.8s
144,Monk,https://www.fflogs.com/reports/kfLg1Xa28nFYJT6A#fight=4&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,11562.3,1143.3s,11313.2,129.7s,11107.3,144.0s,11476.7,191.6s,10151.5,71.5s,12539.2,286.0s,11696.1,320.4s
145,Monk,https://www.fflogs.com/reports/KD9fVXwr3Hz7TpRQ#fight=2&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,11562.0,1146.2s,11400.4,127.1s,11539.9,144.8s,10904.3,193.7s,11532.2,71.6s,12584.4,286.0s,11501.1,322.9s
146,Dragoon,https://www.fflogs.com/reports/9GcRAXWd83NK6CHh#fight=59&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,11561.6,1143.4s,10030.8,128.5s,12522.2,144.2s,11301.9,193.3s,10280.1,71.5s,12912.7,285.9s,11574.6,319.9s
147,Reaper,https://www.fflogs.com/reports/jNbgY9nF21wMa7R3#fight=19&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,11560.8,1139.6s,10513.5,130.6s,11668.1,139.5s,11493.8,189.0s,11913.0,71.6s,12760.3,286.1s,11349.5,322.9s
148,Ninja,https://www.fflogs.com/reports/N3cyfgM1tnHPmJBj#fight=23&type=damage-done,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,11560.7,1142.3s,10703.9,131.0s,11307.8,140.9s,11618.0,192.1s,11004.4,71.6s,13119.7,286.1s,11327.4,320.6s
