,Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
79,80,Dragoon,https://www.fflogs.com/reports/aPqdDQfVbGLWnwY3#fight=15&type=damage-done,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11648.0,1130.4,10061.2,127.7,12716.7,139.9,11720.1,187.4,10285.8,71.5,12704.7,286.1,11630.2,317.8
80,81,Dragoon,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,11647.9,1144.3,10707.3,129.2,12253.8,143.0,11983.6,192.9,10542.8,71.6,12615.5,286.1,11347.2,321.6
81,82,Dragoon,https://www.fflogs.com/reports/Hx3JTGm9PFn2VfDd#fight=17&type=damage-done,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,11625.8,1140.8,10362.3,131.1,11573.0,144.2,10933.9,190.4,12881.6,71.6,12786.1,286.2,11795.5,317.4
82,83,Ninja,https://www.fflogs.com/reports/bWxpVF29vRc3Ga8k#fight=9&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11644.0,1138.6,11043.0,128.7,12053.3,142.6,10671.4,190.4,11869.5,71.6,12634.9,286.0,11754.2,319.3
83,84,Dragoon,https://www.fflogs.com/reports/pQTLR2fK9HVP7vgC#fight=35&type=damage-done,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,11639.6,1141.6,10101.8,128.4,13430.7,143.1,12026.4,192.7,9256.7,71.5,12771.8,285.9,11256.3,319.9
84,85,Ninja,https://www.fflogs.com/reports/QkByAD7XYHwfWb1n#fight=6&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,11636.7,1136.8,10885.8,127.7,12401.3,138.9,11236.1,192.5,8254.3,71.5,13693.1,286.0,11506.6,320.3
85,86,Dragoon,https://www.fflogs.com/reports/1KMRA6q8xNTdDwX2#fight=22&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11624.2,1143.8,10630.3,130.2,12338.7,139.3,11355.5,193.4,10094.0,71.6,12692.1,286.1,11713.4,323.2
86,87,Ninja,https://www.fflogs.com/reports/3zd7CA8fGcPj9X2N#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,11633.1,1145.1,10757.1,128.3,11302.7,142.9,11652.5,193.4,9426.4,71.5,13710.6,286.1,11519.4,322.9
87,88,Reaper,https://www.fflogs.com/reports/KNmYQBLJPb8yVn2T#fight=20&type=damage-done,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,11632.8,1135.6,10728.4,125.9,11041.7,142.0,11192.2,191.4,13588.5,71.6,12955.4,286.1,11453.9,318.5
88,89,Monk,https://www.fflogs.com/reports/A8vpkGHy2m1txcfR#fight=10&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,11632.0,1134.8,10957.4,131.3,12466.2,138.8,11641.9,189.7,8777.4,71.6,12806.7,286.1,11567.3,317.3
89,90,Ninja,https://www.fflogs.com/reports/bJWfza8HgPRAQcM9#fight=48&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11627.2,1138.6,10559.9,128.5,11551.1,141.2,11751.4,187.9,8776.0,71.5,14047.8,286.1,11387.8,323.4
90,91,Monk,https://www.fflogs.com/reports/KYQxDF4dX1pHVNPJ#fight=14&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11627.2,1144.4,10977.8,129.2,11763.0,144.5,11941.5,191.9,10779.5,71.6,12882.5,286.1,11190.5,320.9
91,92,Ninja,https://www.fflogs.com/reports/6BgTYjc2J8NLqWQ4#fight=7&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,11627.0,1146.4,10969.8,129.7,11133.0,143.9,11457.9,191.9,10055.4,71.6,13460.0,286.0,11596.2,323.3
92,93,Ninja,https://www.fflogs.com/reports/qNp9kVmWAxDZXM4K#fight=23&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,11626.3,1146.2,11012.2,128.6,11316.8,145.1,11869.6,193.7,10623.1,71.6,13273.7,286.0,11229.9,321.3
93,94,Ninja,https://www.fflogs.com/reports/YjfTVbq8waWnJXBg#fight=16&type=damage-done,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,11623.6,1141.2,10998.9,128.1,11530.2,142.5,12054.8,192.4,9961.0,71.4,12803.9,285.9,11410.6,320.8
94,95,Reaper,https://www.fflogs.com/reports/yZtQm6KYcjHPvhkA#fight=22&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,11623.4,1146.0,11485.6,129.8,11220.1,144.9,11062.5,192.9,12116.7,71.5,13020.9,285.9,11349.3,320.9
95,96,Reaper,https://www.fflogs.com/reports/zcBWTXFqkHtK9bC2#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,11620.5,1144.6,10554.4,129.7,12168.6,144.3,11589.8,191.2,11720.1,71.4,12245.3,286.1,11562.0,321.8
96,97,Reaper,https://www.fflogs.com/reports/Q9dgPDkzRCZGfc8W#fight=11&type=damage-done,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,11618.6,1140.7,10938.2,126.8,11252.4,143.1,11311.6,190.5,11632.4,71.6,12020.4,286.0,12059.7,322.8
97,98,Dragoon,https://www.fflogs.com/reports/a:WpBCmYzLbn2QDMRF#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11618.3,1146.0,10610.5,129.4,12689.8,143.9,10544.7,191.2,11542.4,71.8,12937.9,286.1,11586.5,323.5
98,99,Reaper,https://www.fflogs.com/reports/wcJbq93tdCTxLfHB#fight=19&type=damage-done,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,11614.6,1142.0,10752.0,130.1,12492.9,141.9,10435.5,191.9,12719.2,71.6,12104.4,286.0,11875.0,320.6
99,100,Reaper,https://www.fflogs.com/reports/ZL8mYXbV1wndRBxQ#fight=16&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,11614.1,1142.2,10703.1,129.7,12286.3,141.9,12019.7,191.0,10141.8,71.6,12349.1,286.0,11437.4,321.9
100,101,Reaper,https://www.fflogs.com/reports/G3WkfAJ8pNMVBLdX#fight=10&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11613.4,1147.6,10293.9,130.5,11607.3,142.8,11383.4,193.4,12002.3,71.6,12263.1,285.9,11966.7,323.4
101,102,Reaper,https://www.fflogs.com/reports/jRxkGMwfY9VTH3cB#fight=9&type=damage-done,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,11613.2,1140.4,10623.6,129.5,12299.5,143.5,10824.8,192.0,11615.5,71.6,12608.0,285.9,11733.3,317.9
102,103,Ninja,https://www.fflogs.com/reports/tVTLMaDmQJHNnvZ1#fight=18&type=damage-done,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,11611.4,1144.3,10552.4,128.8,11301.4,144.9,11431.9,193.3,9697.5,71.6,14012.6,286.1,11463.6,319.6
103,104,Ninja,https://www.fflogs.com/reports/xrVP7A1YQJKcmMh8#fight=8&type=damage-done,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,11608.9,1138.7,10340.9,130.8,11330.8,141.1,11661.5,188.3,9640.4,71.6,13956.6,285.9,11455.6,321.1
104,105,Dragoon,https://www.fflogs.com/reports/bgV7hx29qfGWkX4F#fight=7&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11606.4,1149.1,10367.9,130.6,12141.1,144.8,11132.3,193.6,12694.0,71.6,12560.9,286.1,11526.5,322.4
105,106,Dragoon,https://www.fflogs.com/reports/dM6K9RwjbNPBvG47#fight=9&type=damage-done,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,11605.7,1146.7,10110.1,131.3,12687.5,144.7,10547.1,192.8,13614.3,71.6,12281.0,286.0,11728.3,320.3
106,107,Reaper,https://www.fflogs.com/reports/mdftqhD6vKYJF3r4#fight=17&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11603.9,1143.1,10304.5,128.8,11490.9,143.0,11583.9,191.7,11894.7,71.6,12742.9,286.1,11616.5,321.8
107,108,Reaper,https://www.fflogs.com/reports/tgp1TYKdFNZnJ2CW#fight=13&type=damage-done,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,11603.7,1145.2,10600.9,130.0,11045.9,144.6,11789.6,192.2,11113.2,71.5,11997.3,286.0,12114.0,320.9
108,109,Reaper,https://www.fflogs.com/reports/4PDCqJnBXt7NzZ8b#fight=7&type=damage-done,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,11603.3,1132.5,10321.5,127.2,12235.6,140.9,12449.3,187.9,8643.8,71.7,12503.8,286.2,11580.5,318.7
109,110,Ninja,https://www.fflogs.com/reports/8cpV1j7Q3t26dym9#fight=14&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,11602.3,1144.3,11004.3,130.4,11550.4,143.4,11914.7,191.1,9229.2,71.5,13585.8,285.9,11151.1,321.8
110,111,Dragoon,https://www.fflogs.com/reports/rKca4FtfA3g9zXvG#fight=20&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,11601.9,1141.5,9896.7,129.6,12746.6,143.7,11911.8,191.8,10426.8,71.7,12191.0,286.0,11676.2,318.7
111,112,Reaper,https://www.fflogs.com/reports/f4z2wJDmFdWBLkZN#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11601.2,1130.0,10344.6,128.9,13055.0,136.4,11941.0,187.0,10519.8,71.6,12601.9,286.0,11103.0,320.1
112,113,Dragoon,https://www.fflogs.com/reports/T9JbpqBX6QzryNLk#fight=19&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11600.5,1145.2,10942.5,130.6,12532.7,142.5,10023.0,193.2,11820.2,71.5,13249.7,286.1,11539.6,321.3
113,114,Dragoon,https://www.fflogs.com/reports/m4kVaqjPTnhRHZ1Y#fight=1&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11597.2,1140.1,10157.3,129.2,12273.0,143.7,11594.4,189.0,11111.4,71.6,12612.7,286.0,11556.4,320.7
114,115,Dragoon,https://www.fflogs.com/reports/1N8TKMhapX4rF2fY#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,11593.4,1142.5,10748.9,128.4,12378.0,144.8,11229.6,191.1,10441.7,71.5,12876.9,286.1,11419.3,320.6
115,116,Ninja,https://www.fflogs.com/reports/ntmQC6VRHv2GaDhZ#fight=13&type=damage-done,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,11593.3,1137.3,10494.1,125.6,11512.4,144.3,11698.6,187.4,10820.0,71.5,13203.5,286.1,11377.1,322.5
116,117,Reaper,https://www.fflogs.com/reports/nrgVA4kGfBbRvc6p#fight=21&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,11589.8,1142.1,10253.0,129.5,10882.0,143.5,11686.1,191.0,10605.4,71.6,12710.0,286.0,12087.2,320.5
117,118,Reaper,https://www.fflogs.com/reports/Zc1wJt6QWpPxR4Nr#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,11589.3,1146.7,10696.3,131.1,11518.5,144.2,11257.3,190.8,11690.3,71.6,11378.1,286.1,12345.0,322.8
118,119,Ninja,https://www.fflogs.com/reports/aWw6pMLVxgYN8DFq#fight=10&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,11587.9,1145.8,10709.8,130.3,12228.1,143.4,11637.6,193.4,8969.3,71.7,13452.3,286.1,11244.9,320.9
119,120,Monk,https://www.fflogs.com/reports/xzMChygvfYXB8JNn#fight=192&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,11585.8,1144.0,10828.5,129.4,12959.7,144.3,10423.6,193.1,12796.6,71.6,12456.2,285.9,11334.4,319.8
120,121,Ninja,https://www.fflogs.com/reports/qDH1rLcYjTmKa2GX#fight=28&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,11584.4,1144.2,10612.9,129.5,11666.9,144.3,10380.5,193.9,13074.9,71.6,13793.8,286.2,11245.5,318.8
121,122,Ninja,https://www.fflogs.com/reports/QvXZAWk6mJDg9bdG#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11584.0,1145.8,10655.3,129.6,11397.2,144.1,11821.6,192.6,8921.4,71.5,13664.7,286.1,11401.2,321.9
122,123,Dragoon,https://www.fflogs.com/reports/w7n9DhLXBdKCJgtm#fight=7&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,11583.9,1139.9,10153.7,128.0,12287.4,141.3,10852.5,191.0,10891.4,71.6,13076.5,286.0,11745.6,322.1
123,124,Dragoon,https://www.fflogs.com/reports/46XvRaJ1xMAnCQtr#fight=32&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,11579.6,1140.3,10889.8,128.0,13007.7,141.3,10423.7,192.3,12233.1,71.6,12564.7,285.9,11332.1,321.1
124,125,Dragoon,https://www.fflogs.com/reports/Lg6n2h8Vq14JR9XY#fight=2&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,11579.4,1135.4,10593.7,129.6,13050.6,138.9,11231.6,190.4,11615.4,71.5,11817.2,286.0,11519.2,319.0
125,126,Ninja,https://www.fflogs.com/reports/WpQrYLXVRvt1MZNw#fight=7&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,11578.9,1145.2,10925.1,129.9,12010.4,142.9,11101.7,192.1,11336.2,71.6,13027.0,286.1,11268.2,322.7
126,127,Dragoon,https://www.fflogs.com/reports/VLwHF2AqMzmtPGTj#fight=34&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11574.9,1137.7,11042.8,126.6,11845.1,143.8,11230.6,190.5,10467.5,71.5,12635.9,285.9,11571.5,319.4
127,128,Ninja,https://www.fflogs.com/reports/6hLCMVgN9cDWyd24#fight=40&type=damage-done,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,11573.2,1144.3,10758.5,126.7,11782.6,144.1,11515.0,193.1,9415.0,71.6,13583.4,286.1,11266.4,322.7
128,129,Dragoon,https://www.fflogs.com/reports/31ALvhKnMRwP9my7#fight=4&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11573.1,1145.7,9973.0,130.3,12639.6,144.5,10753.7,192.7,11700.8,71.6,13040.7,285.9,11564.8,320.6
129,130,Monk,https://www.fflogs.com/reports/vJLWn9CN7rTDwjad#fight=37&type=damage-done,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,11572.6,1142.0,11357.6,126.6,10922.7,144.9,11299.7,191.1,10135.8,71.5,13036.6,286.0,11627.3,321.9
130,131,Reaper,https://www.fflogs.com/reports/tNkfbmFK6dAD98zY#fight=6&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,11571.8,1143.8,10350.9,127.6,12584.2,143.6,10971.8,192.0,12344.3,71.5,12337.4,285.9,11506.2,323.3
131,132,Reaper,https://www.fflogs.com/reports/ykKhgWTc7vBwJnLP#fight=19&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11571.5,1145.8,10233.0,130.6,11652.2,144.3,10918.4,190.4,12685.1,71.6,12621.2,286.0,11781.0,322.9
132,133,Dragoon,https://www.fflogs.com/reports/LQJdWrKvAN2mX1yn#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,11571.4,1144.6,10311.2,128.9,11787.8,144.6,11871.7,191.2,10475.1,71.6,12111.4,286.1,11841.0,322.3
133,134,Reaper,https://www.fflogs.com/reports/qMBn2xrZV9ypkgXR#fight=13&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11570.8,1133.0,11292.1,127.0,11191.4,144.6,11622.3,187.6,10512.7,71.6,11983.8,286.0,11839.5,316.2
134,135,Ninja,https://www.fflogs.com/reports/HWB6grc1jmhk9Anv#fight=8&type=damage-done,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,11570.4,1143.8,10467.1,128.7,12933.4,143.0,9917.3,191.5,12128.6,71.5,13493.4,286.0,11354.2,323.1
135,136,Samurai,https://www.fflogs.com/reports/3jCYHNvyrGnxpcFV#fight=2&type=damage-done,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,11568.7,1130.9,10572.6,127.1,12975.5,140.4,10995.2,185.3,12356.0,71.7,12315.3,285.9,11215.1,320.5
136,137,Reaper,https://www.fflogs.com/reports/GydkXwYZT1pchC3F#fight=32&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,11566.8,1145.5,11382.4,130.2,10917.0,143.7,12011.3,191.0,10864.8,71.5,12119.0,286.0,11520.3,323.2
137,138,Ninja,https://www.fflogs.com/reports/tbQ7RATKgpyPfZVc#fight=2&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11566.3,1144.7,10488.0,128.0,12012.1,142.1,10706.2,193.9,10744.6,71.6,13594.0,285.9,11493.5,323.3
138,139,Dragoon,https://www.fflogs.com/reports/tr9gHLNhqnvGfPwJ#fight=24&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11564.7,1140.9,10716.9,129.4,12704.4,141.9,11820.0,191.6,9819.9,71.6,12043.4,286.0,11440.9,320.2
139,140,Dragoon,https://www.fflogs.com/reports/YV2H6Lm1dzRCW3xg#fight=24&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,11504.6,1135.4,10157.2,126.4,11829.1,142.2,11495.2,190.8,10271.6,71.5,12598.9,286.1,11676.2,318.2
140,141,Ninja,https://www.fflogs.com/reports/a:fmM4ctvDyY63H1xN#fight=8&type=damage-done,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,11562.9,1137.2,10555.8,125.4,11448.8,142.6,11655.9,191.7,11093.1,71.5,13067.4,285.9,11315.5,320.2
141,142,Ninja,https://www.fflogs.com/reports/8TJjX9Pwvz6YfBAk#fight=12&type=damage-done,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,11562.7,1141.3,10893.2,129.7,11587.6,143.0,11495.9,190.4,10196.1,71.6,13214.6,286.2,11306.7,320.4
142,143,Ninja,https://www.fflogs.com/reports/Kg1ZpDrNk3v2Tdzn#fight=26&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11562.4,1145.3,10942.1,130.1,12002.1,144.0,9983.2,191.7,12436.2,71.6,13742.6,286.1,11259.9,321.8
143,144,Monk,https://www.fflogs.com/reports/kfLg1Xa28nFYJT6A#fight=4&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,11562.3,1143.3,11313.2,129.7,11107.3,144.0,11476.7,191.6,10151.5,71.5,12539.2,286.0,11696.1,320.4
144,145,Monk,https://www.fflogs.com/reports/KD9fVXwr3Hz7TpRQ#fight=2&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,11562.0,1146.2,11400.4,127.1,11539.9,144.8,10904.3,193.7,11532.2,71.6,12584.4,286.0,11501.1,322.9
145,146,Dragoon,https://www.fflogs.com/reports/9GcRAXWd83NK6CHh#fight=59&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,11561.6,1143.4,10030.8,128.5,12522.2,144.2,11301.9,193.3,10280.1,71.5,12912.7,285.9,11574.6,319.9
146,147,Reaper,https://www.fflogs.com/reports/jNbgY9nF21wMa7R3#fight=19&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,11560.8,1139.6,10513.5,130.6,11668.1,139.5,11493.8,189.0,11913.0,71.6,12760.3,286.1,11349.5,322.9
147,148,Ninja,https://www.fflogs.com/reports/N3cyfgM1tnHPmJBj#fight=23&type=damage-done,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,11560.7,1142.3,10703.9,131.0,11307.8,140.9,11618.0,192.1,11004.4,71.6,13119.7,286.1,11327.4,320.6
148,149,Dragoon,https://www.fflogs.com/reports/n1qvpkdyDZ6H3bKh#fight=14&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,11559.0,1142.1,9867.0,129.2,11895.3,143.6,11585.9,191.3,10280.2,71.5,12632.8,286.1,11904.0,320.3
149,150,Reaper,https://www.fflogs.com/reports/qK27JtTGFDvfhknd#fight=10&type=damage-done,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,11557.8,1138.3,10510.2,126.9,11873.2,142.7,11187.0,191.6,12327.4,71.6,12007.9,286.1,11742.0,319.3
150,151,Ninja,https://www.fflogs.com/reports/vQWYbqVhgR1jtMTG#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11557.4,1146.0,10715.1,129.4,11870.6,143.9,10680.1,191.2,11183.9,71.8,13441.1,286.1,11415.2,323.5
151,152,Ninja,https://www.fflogs.com/reports/KD7BqJVPhn1LpzXb#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,11557.0,1145.4,10881.4,129.0,11821.2,144.7,11407.7,192.5,8799.0,71.6,13324.4,286.0,11472.9,321.6
152,153,Ninja,https://www.fflogs.com/reports/mFcGjXTdgHD7Nn8B#fight=3&type=damage-done,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,11557.0,1144.8,10735.0,129.8,11060.2,144.5,11556.7,192.0,9148.0,71.6,13718.2,286.1,11504.7,320.9
153,154,Ninja,https://www.fflogs.com/reports/a:9CawJpYzrPtbNBvk#fight=4&type=damage-done,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,11556.7,1141.4,10532.5,130.3,11881.5,143.0,11741.0,191.4,8103.7,71.8,13594.6,286.0,11423.0,318.8
154,155,Monk,https://www.fflogs.com/reports/HyjYvMFKDq4TtN96#fight=1&type=damage-done,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,11555.1,1139.9,11424.6,126.9,11541.6,144.3,11486.6,191.2,10378.8,71.6,13057.2,285.9,11094.8,320.0
155,156,Ninja,https://www.fflogs.com/reports/7g3aLrhdXnA1BWYw#fight=56&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,11552.9,1141.8,11281.4,128.8,11959.5,144.4,11855.6,190.2,8615.4,71.4,13115.3,285.9,11089.7,321.2
156,157,Ninja,https://www.fflogs.com/reports/AXmrtNPGcvxnwB47#fight=19&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,11552.4,1146.5,10866.5,129.9,11878.9,144.4,10587.6,192.6,11598.9,71.6,13379.2,286.0,11329.3,322.0
157,158,Ninja,https://www.fflogs.com/reports/NKQzkf2MY3n9DmWh#fight=3&type=damage-done,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,11552.0,1143.8,11163.0,128.4,11651.5,145.3,10259.9,190.3,12435.5,71.6,13776.0,286.1,11079.5,322.1
158,159,Ninja,https://www.fflogs.com/reports/g2m7vznAdFLrWCGc#fight=7&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,11551.9,1140.1,10542.5,127.4,11873.9,143.0,11521.5,190.4,9522.5,71.6,13203.7,286.1,11441.5,321.6
159,160,Ninja,https://www.fflogs.com/reports/YTmWBG8cyZfLXjF4#fight=18&type=damage-done,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,11551.1,1146.7,10556.1,127.6,11470.3,144.6,11891.9,193.5,8264.2,71.6,13238.6,286.1,11622.9,323.2
160,161,Reaper,https://www.fflogs.com/reports/3Qr6TfnhPGCRKz4Z#fight=13&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,11549.3,1142.7,11141.3,129.3,11159.8,144.2,10968.4,192.6,11128.5,71.6,12751.9,286.0,11705.3,318.9
161,162,Dragoon,https://www.fflogs.com/reports/Jdh3cmfpjY7DQtvx#fight=12&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,11541.0,1143.6,10080.3,128.2,12293.6,144.6,11097.5,193.4,11101.0,71.6,13113.2,286.1,11425.2,319.8
162,163,Reaper,https://www.fflogs.com/reports/hxdPtR98y4jXpDBn#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,11549.0,1142.7,9767.1,128.2,12245.6,143.9,11000.7,192.7,12477.5,71.6,12285.9,286.0,11845.5,320.4
163,164,Ninja,https://www.fflogs.com/reports/NdjvC1DczA4KwWQt#fight=4&type=damage-done,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,11548.8,1147.8,10712.7,130.8,11619.0,144.4,11681.2,193.1,8333.0,71.6,13492.1,286.1,11463.6,321.9
164,165,Dragoon,https://www.fflogs.com/reports/kVZGw9mHjacbgfJQ#fight=6&type=damage-done,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,11521.8,1142.5,10189.2,126.3,12644.3,145.7,11608.0,190.4,10397.0,71.6,12664.2,286.1,11224.0,322.4
165,166,Reaper,https://www.fflogs.com/reports/8Vh6X9GkFtmCYfad#fight=25&type=damage-done,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,11546.5,1141.1,9178.2,128.9,12545.9,143.3,10776.3,191.3,13995.7,71.6,12480.9,286.0,11711.2,319.9
166,167,Dragoon,https://www.fflogs.com/reports/FLrvJP4dYtMAh7aV#fight=8&type=damage-done,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,11534.6,1147.9,9703.2,131.0,12608.5,143.6,11228.8,193.6,10807.6,71.6,12795.0,286.1,11625.2,321.9
167,168,Dragoon,https://www.fflogs.com/reports/Q3AMbF19wqyzBkWJ#fight=5&type=damage-done,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,11544.5,1132.2,10343.1,127.2,11971.9,141.2,12166.0,186.1,9971.6,71.5,12593.7,286.0,11335.3,320.2
